title;rating;chapters;description;url
Nuclear Explosion Sword Technique, I kill one with one sword;;55;Comic Synopsis: Special Forces soldier Jin Quan is betrayed during a mission and becomes a living coordinate for missile guidance. Upon awakening, he finds himself a destitute man unconscious on the streets of Downtown, a place where the underclass gather, their people serving as cannon fodder in the mines. Faced with a life-or-death struggle, Jin Quan awakens as a Demon Swordsman, gifted with the radiation from a dirty bomb explosion in his past life. In this world, Jin Quan will battle the Chosen One.;https://demonicscans.org/manga/Nuclear-Explosion-Sword-Technique%252C-I-kill-one-with-one-sword
Office Worker in the Ice Age Apocalypse;;50;It was a midsummer day in June, and I was working as usual, dealing with the stress of my boss's habitual outbursts. A sudden status window appeared in front of me, and the word 'Zombie' caught my eye. But before I could process it, my boss's shouting rang out again. I swallowed the urge to quit on the spot and forced myself to keep working. That is... until the Ice Age suddenly arrived. - Emergency Alert: Cold Wave Warning. In an instant, eternal snow spread before my eyes, and my intern's body twisted into something grotesque... a zombie. 'What the hell is going on here?';https://demonicscans.org/manga/Office-Worker-in-the-Ice-Age-Apocalypse
One Hundred Thousand Years of Tribulation by Heavenly Thunder;;33;After transmigrating into a cultivation world, young Fang Lingxiao rises to greatness with a talent that defies the heavens. In just a hundred years, he reaches the peak--the Great Ascension Stage. But during his final tribulation, the heavens unleash something unimaginable: a lightning storm that rages not for days or months, but for a hundred thousand years. When he finally emerges from the ordeal, his cultivation is shattered--reduced to that of a mere mortal. Yet, his body, forged by countless years under divine lightning, has become indestructible. Soon, Fang Lingxiao realizes the truth--this wasn't fate. It was sabotage from a powerful figure in the Upper Realm. Now, with his cultivation lost but an unbreakable body as his weapon, he sets out on a path of vengeance. He'll uncover the traitor, climb the heavens once more, and make them all pay.;https://demonicscans.org/manga/One-Hundred-Thousand-Years-of-Tribulation-by-Heavenly-Thunder
Only I Have an EX-Grade Summon;;37;"Summons have ranks. From the lowest F-Rank to the highest S-Rank. But something is strange. ""Why is my summon EX-Rank?""";https://demonicscans.org/manga/Only-I-Have-an-EX%25252DGrade-Summon
Otr of the Flame;;34;The world is encased in winter due to the advances of the Ice Kingdom. Kind-hearted Otr, who dreams of being a warrior like his dad, has been entrusted with keeping the fires burning as a cook in the fortress. But when the fortress is attacked by the demonic army of the Ice Kingdom, the people and the flame are in danger of being snuffed out. Can Otr awaken a power that can turn the tide? A hero's journey of fire and ice now begins! (MANGA Plus);https://demonicscans.org/manga/Otr-of-the-Flame
Part-Time Grim Reaper;;53;"""I'm from the afterlife."" Lee Do-jin needs money--a lot of it--to cover his younger sibling's medical bills. With nowhere else to turn, he calls the number on a strange, ominous business card he finds by chance. At the meeting point, he encounters a silver-haired woman shrouded in mystery-- a grim reaper, known as a Chasa. She makes him an unbelievable offer: Work as a temp worker for the Underworld. His mission? To stop ""Mokdugi,"" predators that feast on souls tainted by sin, before they can drag the damned into chaos. Thrust into the supernatural world of death, debt, and spiritual battles, Do-jin must navigate his new double life-- balancing his humanity with a job that demands he walk the line between life and death.";https://demonicscans.org/manga/Part%25252DTime-Grim-Reaper
Physics Of The Wasteland;;33;In a post-apocalyptic world, some humans gained special powers. Ayato, once a low-ranking nobody, survives an assassination attempt and rises amid chaos. He teams up with a healer girl and fights off mutated beasts called Chimera. However, powered humans can no longer reproduce. To save humanity, Ayato and his allies battle the odds--and finally create a cure to restore hope for the future. More In;https://demonicscans.org/manga/Physics-Of-The-Wasteland
Player Elimination Plan! When Anomalies Descend Upon The Human World;;74;The apocalypse prophecy has come true. A dark celestial body draws near, turning the entire Blue Star into a doomsday game. All of humanity has been reduced to NPCs--helpless prey for players from beyond the stars. As the world mutates and players run rampant, despair consumes mankind... Until Yun Qi awakens a hidden class, gaining the power to strike back against the players.;https://demonicscans.org/manga/Player-Elimination-Plan%2521-When-Anomalies-Descend-Upon-The-Human-World
Player Hellish Situation;;263;Bai Zhi woke up to find he had transmigrated. Not only was there no System to help, but he'd also inexplicably gained 7 Ex-girlfriends? With an innocent look on his face, Bai Zhi raised the Club in his hand, glanced at the fearful Weird Ones surrounding him who didn't dare approach, and sighed: I knew this world was dangerous--thankfully, I'm a Shuraba Player!;https://demonicscans.org/manga/Player-Hellish-Situation
Prepaid Dragon King Tanks Everything!;;41;"You ate me, so at least give me some kind of compensation, yeah?!"" Dragon King: ""Fine! I'll give you a prepaid cultivation technique--comprehend it first, then catch up with the training later!"" Me: ""You think that's enough?! I had to smell your nasty dragon breath--mental damage times two, buddy!"" Dragon King: ""What do you want from me?!"" Me: ""From now on, we're like immortals sharing a single health bar. All the damage? You take it!"" Dragon King: ""Damn it! You lunatic! Why does my ten-thousand-war-chariots-level HP bar feel so short now?! Guess it's time to get a job...""";https://demonicscans.org/manga/Prepaid-Dragon-King-Tanks-Everything%2521
Primordial Ten Fiends: Others Tame Beasts, I Tame Beast Girls;;159;After three years of lying low, Lin Han awakened the Beast Taming System and gained ten ultra-fierce beast girls! Tearing apart enemies by day and taming beast girls by night, he was directly drained by them into becoming the pinnacle of global combat power;https://demonicscans.org/manga/Primordial-Ten-Fiends%253A-Others-Tame-Beasts%252C-I-Tame-Beast-Girls
Project Mars;;52;"As a child, he lost his family in a brutal alien attack. Now, he lives a quiet life, hiding a secret power--the ability to control black holes. But when the aliens return and attack the city, he's forced to face them again. His life is in danger... and so is the world. ""I'm sorry... but I can't die. Not after everything I've survived."" Will he keep hiding--or use his power to fight back?";https://demonicscans.org/manga/Project-Mars
Raising Villains the Right Way;;50;I, a corporate slave, ended up possessing the body of a noble inside a game, but I'm supposed to be an extra fated to be killed by the future villains? No way. I'll reform those brats and live out my noble life in peace! To stop the young villains from turning evil, I sponsored them and helped them overcome their harsh circumstances, and they all grew up to be admirable, upstanding, perfectly normal individuals as a result. And that's how I ended up becoming the final boss of the kingdom... ...Wait, what?;https://demonicscans.org/manga/Raising-Villains-the-Right-Way
Ranker Game ~BASKETBALL SHOW~;;50;PLOT UPDATING SOON;https://demonicscans.org/manga/Ranker-Game-%257EBASKETBALL-SHOW%257E
Rebirth: Monarch of the Dead;;30;After being transported to another world and becoming the most powerful necromancer, Rhode unexpectedly finds himself back in his youth. In his original world, he was the good-for-nothing young master of the Morris family-a spoiled noble in everyone's eyes. Little does anyone know that he has brought back with him the unique necromantic magic he mastered in the other world. As Rhode works to regain the full power he once possessed as a necromancer, he hides his true strength and begins turning the tables on those who underestimate him. His family, loved ones, and friends... Given a second chance at life, this time he will protect everything that matters to him and completely rewrite the fate of both himself and those he holds dear!;https://demonicscans.org/manga/Rebirth%253A-Monarch-of-the-Dead
